
# McMurdo Dry Valleys LTER - www.mcmlter.org
# 
#########################################################################################
# MCM LTER data may be used freely with the following restrictions:
# -The Principal Investigator be sent a notice stating reasons for 
# 	acquiring any data and a description of the publication intentions.
# -The Principal Investigator of the data set be sent a copy of any
# 	report or manuscript prior to submission and be adequately cited
# 	in any resultant publications.
# -A copy of any resultant publications should be sent to the MCM LTER data
# 	manager and PI.
# -The end-user follow the guidelines set forth in the LTER Network Data Access Policy, 
#	Data Access Requirements, and General Data Use Agreement found at:
# 	http://www.mcmlter.org/data_guidelines.htm
#########################################################################################
# 
# DESCRIPTION OF COLUMN HEADERS:
# 
# All meteorological stations contain the following column headers:
# METLOCID		Met Station ID - see www.mcmlter.org/data/meteorology/locations/metlocs.html for more info
# DATE_TIME		Date and 24 Hour Time
# 
# The remaining columns depend on the parameters measured at the station and will have a statistic,
# 	followed by and underscore, followed by the parameter:
# 
# Statistics:
# MEAN		Daily/Monthly Mean
# STDDEV	Daily/Monthly Standard Deviation
# MIN		Minimum Daily/Monthly Value
# MAX		Maximum Daily/Monthly Value
# N		Number of Observations (N_COMMENTS = the number of comments. If > 0 refer to original 15-minute data)
# 
# Query Executed: 2015-11-11 19:14:20.0
# 
# METADATA URLs (copy and paste these links into your web browser):
# 
# Beacon Valley Station General Metadata: 
# http://mcm.lternet.edu/content/beacon-valley-meteorological-station-measurements
# Units and Column Descriptions for BENM_AIRT:
# http://mcm.lternet.edu/content/BENMAIRT
# 

METLOCID,DATE_TIME,AVG_AIRT3M,STD_AIRT3M,MIN_AIRT3M,MAX_AIRT3M,N_AIRT3M
BENM,06/20/2003,-22.385625,3.513705,-31.05,-17.31,96
BENM,06/21/2003,-33.53875,1.442562,-36.63,-29.55,96
BENM,06/22/2003,-37.372188,.989625,-39.15,-34.56,96
BENM,06/23/2003,-37.556354,.699404,-39.02,-35.54,96
BENM,06/24/2003,-38.656146,1.025685,-40.83,-35.83,96
BENM,06/25/2003,-36.083958,1.407483,-38.61,-31.76,96
BENM,06/26/2003,-27.421771,3.039393,-34.74,-24.23,96
BENM,06/27/2003,-21.854375,2.993351,-28.35,-18.51,96
BENM,06/28/2003,-26.128854,1.815137,-29.01,-21.5,96
BENM,06/29/2003,-23.955625,1.552689,-27.35,-20.41,96
BENM,06/30/2003,-33.809063,5.022762,-39.99,-22.27,96
BENM,07/01/2003,-31.857813,6.027961,-41.37,-24.16,96
BENM,07/02/2003,-21.498958,2.07916,-25.25,-17.51,96
BENM,07/03/2003,-29.637083,1.492354,-31.59,-24.71,96
BENM,07/04/2003,-26.136667,3.501721,-32.41,-22.72,96
BENM,07/05/2003,-22.629063,.873434,-23.78,-20.53,96
BENM,07/06/2003,-25.031979,3.174473,-29.81,-19.64,96
BENM,07/07/2003,-19.474271,2.156355,-25.98,-15.8,96
BENM,07/08/2003,-21.967917,3.478445,-29.12,-17.93,96
BENM,07/09/2003,-29.067604,1.579433,-32.22,-24.84,96
BENM,07/10/2003,-26.20625,3.02748,-32.71,-22.54,96
BENM,07/11/2003,-28.969688,1.225019,-31.2,-25.76,96
BENM,07/12/2003,-28.770833,2.46227,-33.65,-24.18,96
BENM,07/13/2003,-31.960521,1.030196,-33.9,-28.66,96
BENM,07/14/2003,-34.348542,1.615171,-37.21,-29.85,96
BENM,07/15/2003,-35.492917,1.095954,-37.33,-32.55,96
BENM,07/16/2003,-31.512813,1.543443,-35.3,-28.68,96
BENM,07/17/2003,-28.905,2.828765,-31.93,-21.21,96
BENM,07/18/2003,-27.609063,2.353594,-30.82,-21.56,96
BENM,07/19/2003,-31.50125,2.411457,-36.12,-26.83,96
BENM,07/20/2003,-29.766771,3.743376,-35.56,-23.34,96
BENM,07/21/2003,-23.41875,1.650115,-26.91,-20.33,96
BENM,07/22/2003,-28.614063,2.138528,-32.67,-24.05,96
BENM,07/23/2003,-26.865729,2.007252,-32.16,-24.54,96
BENM,07/24/2003,-35.130313,1.235229,-38.07,-31.69,96
BENM,07/25/2003,-37.387604,.845793,-38.68,-34.12,96
BENM,07/26/2003,-33.006667,2.57116,-37,-27.44,96
BENM,07/27/2003,-38.221563,3.450261,-42.4,-29.89,96
BENM,07/28/2003,-35.741875,2.743029,-40.75,-31.39,96
BENM,07/29/2003,-30.267292,1.339163,-33.22,-27.54,96
BENM,07/30/2003,-26.453646,3.926968,-34.42,-20.26,96
BENM,07/31/2003,-25.64625,1.273727,-27.18,-22.11,96
BENM,08/01/2003,-26.023021,2.593092,-30.47,-22.03,96
BENM,08/02/2003,-30.475,2.789882,-34.5,-23.96,96
BENM,08/03/2003,-27.764167,1.725574,-32.57,-24.67,96
BENM,08/04/2003,-28.716146,3.915764,-34.69,-22.86,96
BENM,08/05/2003,-24.849896,2.430179,-29.42,-21.15,96
BENM,08/06/2003,-25.795,2.769912,-30.88,-18.54,96
BENM,08/07/2003,-31.030729,3.272054,-36.31,-25.45,96
BENM,08/08/2003,-34.069688,1.448007,-37.32,-31.55,96
BENM,08/09/2003,-33.508438,.868945,-35.12,-31.33,96
BENM,08/10/2003,-34.614792,1.209069,-37.09,-31.83,96
BENM,08/11/2003,-34.614583,3.21424,-37.48,-27.33,96
BENM,08/12/2003,-26.418542,2.276012,-31.37,-22.02,96
BENM,08/13/2003,-22.895313,2.272702,-27.98,-17.74,96
BENM,08/14/2003,-29.808646,3.099539,-35.77,-24.74,96
BENM,08/15/2003,-33.833542,1.576119,-37.96,-30.56,96
BENM,08/16/2003,-37.02125,2.555569,-42.08,-31.27,96
BENM,08/17/2003,-42.7825,.992363,-44.57,-40.28,96
BENM,08/18/2003,-41.576563,1.445303,-44.56,-37.95,96
BENM,08/19/2003,-33.689896,3.183719,-38.99,-29.01,96
BENM,08/20/2003,-26.63,2.873994,-31.26,-22.35,96
BENM,08/21/2003,-33.613542,4.039881,-39.03,-24.81,96
BENM,08/22/2003,-30.381875,4.916134,-38.03,-24.05,96
BENM,08/23/2003,-26.991563,3.11543,-33.42,-23.16,96
BENM,08/24/2003,-22.227188,2.683385,-27.37,-17.89,96
BENM,08/25/2003,-25.533438,2.194341,-30.1,-21.03,96
BENM,08/26/2003,-18.374063,1.771476,-21.28,-15.12,96
BENM,08/27/2003,-23.111354,5.207381,-32.18,-16.28,96
BENM,08/28/2003,-34.124375,1.047545,-35.96,-31.1,96
BENM,08/29/2003,-34.828958,.938783,-36.48,-32.27,96
BENM,08/30/2003,-33.847604,1.261216,-36.82,-29.61,96
BENM,08/31/2003,-33.334896,2.113827,-37.4,-28.74,96
BENM,09/01/2003,-36.463646,1.698291,-39.26,-33.07,96
BENM,09/02/2003,-38.307188,1.147483,-40.77,-35.62,96
BENM,09/03/2003,-33.934375,3.763733,-40.91,-27.64,96
BENM,09/04/2003,-28.852292,2.793634,-32.63,-24.33,96
BENM,09/05/2003,-23.825938,2.48431,-28.63,-19.58,96
BENM,09/06/2003,-30.101354,1.18809,-32.96,-27.4,96
BENM,09/07/2003,-33.244167,.996997,-35.31,-30.74,96
BENM,09/08/2003,-25.707604,4.52595,-35.07,-20.24,96
BENM,09/09/2003,-23.364271,1.247014,-27.67,-20.69,96
BENM,09/10/2003,-25.015208,1.6904,-30.03,-20.67,96
BENM,09/11/2003,-24.345417,3.569017,-33.26,-18.17,96
BENM,09/12/2003,-32.564271,1.649157,-35.64,-27.65,96
BENM,09/13/2003,-35.035625,1.590997,-37.63,-31.36,96
BENM,09/14/2003,-33.167188,3.56743,-39.19,-27.16,96
BENM,09/15/2003,-34.696979,1.862885,-38.77,-31.23,96
BENM,09/16/2003,-29.439583,3.948223,-35.91,-21.82,96
BENM,09/17/2003,-20.547813,1.651853,-23.52,-16.51,96
BENM,09/18/2003,-22.57375,4.469902,-31.12,-18.19,96
BENM,09/19/2003,-25.535938,1.548923,-29.36,-21.8,96
BENM,09/20/2003,-23.139896,4.381258,-30.8,-18.06,96
BENM,09/21/2003,-18.949792,.656652,-20.28,-17.75,96
BENM,09/22/2003,-18.825208,2.927016,-25,-14.45,96
BENM,09/23/2003,-20.031875,2.653998,-24.58,-16.69,96
BENM,09/24/2003,-17.317396,.772173,-19.72,-16.18,96
BENM,09/25/2003,-19.610417,.888874,-21.47,-17.53,96
BENM,09/26/2003,-19.210208,.634229,-20.27,-17.96,96
BENM,09/27/2003,-18.312292,.822053,-19.61,-16.8,96
BENM,09/28/2003,-18.167604,2.194218,-23.87,-15.32,96
BENM,09/29/2003,-23.539375,3.110807,-27.47,-16.41,96
BENM,09/30/2003,-28.067292,2.725851,-31.95,-20.32,96
BENM,10/01/2003,-30.018125,2.428589,-33.42,-25.18,96
BENM,10/02/2003,-22.06875,3.68125,-29.78,-18.33,96
BENM,10/03/2003,-16.853333,1.705292,-19.82,-14.57,96
BENM,10/04/2003,-15.868958,1.561774,-19.78,-13.97,96
BENM,10/05/2003,-21.633021,2.545501,-26.65,-17.1,96
BENM,10/06/2003,-23.216146,3.138665,-28.45,-18.28,96
BENM,10/07/2003,-23.103854,3.670523,-28.95,-17.53,96
BENM,10/08/2003,-18.843542,1.660827,-23.36,-15.61,96
BENM,10/09/2003,-24.082188,1.631047,-27.04,-20.08,96
BENM,10/10/2003,-22.946771,3.636505,-28.35,-17.64,96
BENM,10/11/2003,-23.630938,2.256927,-28.6,-18.76,96
BENM,10/12/2003,-30.236354,1.423419,-33.5,-28.16,96
BENM,10/13/2003,-26.037083,1.349585,-30.43,-24.07,96
BENM,10/14/2003,-23.963438,1.954396,-26.86,-20.84,96
BENM,10/15/2003,-19.674271,2.177363,-23.71,-17.19,96
BENM,10/16/2003,-16.944167,2.509722,-23.31,-12.98,96
BENM,10/17/2003,-23.172708,2.775391,-27.87,-18.08,96
BENM,10/18/2003,-23.311146,3.570418,-29.56,-18.62,96
BENM,10/19/2003,-17.828958,2.040024,-21.75,-15.21,96
BENM,10/20/2003,-18.655417,2.147205,-22.67,-14.82,96
BENM,10/21/2003,-21.120521,3.269692,-26.68,-17.42,96
BENM,10/22/2003,-19.132083,1.908593,-23.02,-15.46,96
BENM,10/23/2003,-20.529792,2.390894,-23.65,-16.67,96
BENM,10/24/2003,-18.678958,.785729,-19.8,-17.22,96
BENM,10/25/2003,-16.616042,2.202591,-21.02,-12.97,96
BENM,10/26/2003,-19.631771,1.872042,-23.07,-16.37,96
BENM,10/27/2003,-18.722396,3.437825,-24.11,-14.66,96
BENM,10/28/2003,-21.610417,2.292363,-25.1,-17.1,96
BENM,10/29/2003,-24.021771,2.933674,-28.77,-19.22,96
BENM,10/30/2003,-18.508958,2.105881,-23.67,-16.35,96
BENM,10/31/2003,-14.223125,2.196594,-17.67,-11.56,96
BENM,11/01/2003,-16.019063,1.909535,-20.35,-13.37,96
BENM,11/02/2003,-18.769063,2.033104,-23.08,-15.95,96
BENM,11/03/2003,-18.8125,2.701041,-23.62,-15.23,96
BENM,11/04/2003,-19.3425,2.147442,-23.59,-16.76,96
BENM,11/05/2003,-17.651563,1.224403,-19.71,-15.61,96
BENM,11/06/2003,-15.806458,1.492139,-18.19,-13.66,96
BENM,11/07/2003,-12.9225,2.489635,-16.93,-9.18,96
BENM,11/08/2003,-13.853646,1.84827,-17.36,-11.64,96
BENM,11/09/2003,-15.486458,2.348592,-20.23,-12.97,96
BENM,11/10/2003,-14.439792,2.177322,-18.65,-11.98,96
BENM,11/11/2003,-12.129271,1.728169,-14.82,-9.65,96
BENM,11/12/2003,-12.12375,1.293159,-14.23,-10.05,96
BENM,11/13/2003,-15.392917,1.16564,-17.4,-12.67,96
BENM,11/14/2003,-16.319792,1.49214,-19,-14.14,96
BENM,11/15/2003,-17.190938,1.153639,-19.71,-15.3,96
BENM,11/16/2003,-17.735417,.719563,-18.68,-16.51,96
BENM,11/17/2003,-16.982708,1.123642,-18.65,-15.1,96
BENM,11/18/2003,-17.185833,.922632,-18.66,-15.75,96
BENM,11/19/2003,-15.840833,1.379314,-17.98,-13.81,96
BENM,11/20/2003,-14.807083,.971172,-16.37,-12.97,96
BENM,11/21/2003,-13.504479,1.130703,-15.77,-11.8,96
BENM,11/22/2003,-14.831146,1.087652,-17.05,-12.93,96
BENM,11/23/2003,-16.609688,.843312,-18.03,-14.95,96
BENM,11/24/2003,-16.860833,1.121352,-18.55,-14.78,96
BENM,11/25/2003,-15.725104,1.14004,-18.29,-14.2,96
BENM,11/26/2003,-14.877917,1.796761,-17.88,-12.45,96
BENM,11/27/2003,-11.99875,1.991875,-15.14,-8.7,96
BENM,11/28/2003,-13.038542,1.008092,-15.08,-10.8,96
BENM,11/29/2003,-11.784792,2.142336,-15.49,-9.06,96
BENM,11/30/2003,-8.479896,.983213,-10.17,-6.7,96
BENM,12/01/2003,-8.927708,.444824,-9.66,-7.4,96
BENM,12/02/2003,-9.756979,.55911,-10.92,-8.68,96
BENM,12/03/2003,-8.408021,1.635971,-11.08,-6.36,96
BENM,12/04/2003,-5.856667,1.394595,-8.41,-4.24,96
BENM,12/05/2003,-4.385,1.360013,-6.66,-2.59,96
BENM,12/06/2003,-3.07875,.894677,-4.92,-1.52,96
BENM,12/07/2003,-4.431146,1.309529,-6.82,-2.12,96
BENM,12/08/2003,-5.551354,2.079672,-9.47,-2.51,96
BENM,12/09/2003,-1.50375,2.033685,-5.09,1.17,96
BENM,12/10/2003,-4.788958,1.581281,-8.15,-1.35,96
BENM,12/11/2003,-7.668958,1.038371,-9.55,-5.71,96
BENM,12/12/2003,-7.825729,1.540488,-11.15,-5.67,96
BENM,12/13/2003,-9.057708,2.010986,-12.53,-6.29,96
BENM,12/14/2003,-8.661771,1.128322,-10.64,-6.95,96
BENM,12/15/2003,-10.645521,.782639,-12.01,-7.4,96
BENM,12/16/2003,-10.651875,1.022508,-12.57,-8.64,96
BENM,12/17/2003,-9.122708,1.539763,-11.7,-7.23,96
BENM,12/18/2003,-7.990521,1.317666,-10.02,-5.62,96
BENM,12/19/2003,-8.800625,.861824,-10.21,-6.87,96
BENM,12/20/2003,-9.144167,.816864,-10.53,-7.48,96
BENM,12/21/2003,-9.312708,.529203,-9.99,-8.03,96
BENM,12/22/2003,-10.894479,.733807,-11.87,-9.01,96
BENM,12/23/2003,-9.525938,1.353101,-11.95,-7.52,96
BENM,12/24/2003,-7.609896,2.078741,-10.6,-4.87,96
BENM,12/25/2003,-4.742708,1.425231,-7.04,-2.07,96
BENM,12/26/2003,-3.548542,1.521788,-6.09,-1.1,96
BENM,12/27/2003,-4.399271,.746443,-5.65,-2.99,96
BENM,12/28/2003,-6.730521,.366458,-7.36,-5.37,96
BENM,12/29/2003,-7.402604,.628432,-9.14,-6.15,96
BENM,12/30/2003,-6.290521,1.471102,-9.56,-4.05,96
BENM,12/31/2003,-4.302708,1.70863,-6.53,-1.01,96
BENM,01/01/2004,-4.027396,.831085,-5.8,-2.04,96
BENM,01/02/2004,-5.248438,.698139,-6.4,-3.76,96
BENM,01/03/2004,-2.568854,2.484453,-6.34,.4,96
BENM,01/04/2004,-2.402813,.984501,-5.07,-.68,96
BENM,01/05/2004,-6.350208,.939927,-8.27,-4.91,96
BENM,01/06/2004,-6.643542,.840592,-8.27,-5.13,96
BENM,01/07/2004,-6.859583,1.344638,-9.31,-4.64,96
BENM,01/08/2004,-6.134063,1.459255,-8.81,-4.01,96
BENM,01/09/2004,-5.366667,1.455246,-7.9,-3.28,96
BENM,01/10/2004,-6.086979,.951251,-7.74,-4.43,96
BENM,01/11/2004,-7.059375,.563573,-8.05,-5.92,96
BENM,01/12/2004,-6.980833,1.155277,-9.38,-5.35,96
BENM,01/13/2004,-11.345833,1.03305,-12.76,-9.27,96
BENM,01/14/2004,-11.885833,1.371903,-13.86,-9.38,96
BENM,01/15/2004,-10.842083,1.450183,-13.1,-8.59,96
BENM,01/16/2004,-9.911979,1.813986,-13.1,-7.34,96
BENM,01/17/2004,-9.6425,1.136555,-12.19,-7.57,96
BENM,01/18/2004,-9.212813,1.61949,-12.4,-6.85,96
BENM,01/19/2004,-10.288958,1.147083,-12.94,-8.64,96
BENM,01/20/2004,-11.179479,1.384837,-13.52,-8.74,96
BENM,01/21/2004,-12.2825,.866514,-13.69,-9.29,96
BENM,01/22/2004,-9.674896,1.933962,-12.94,-7.05,96
BENM,01/23/2004,-7.566667,1.796092,-11.49,-4.95,96
BENM,01/24/2004,-8.427292,1.324118,-11.22,-6.55,96
BENM,01/25/2004,-10,.884323,-12.56,-8.46,96
BENM,01/26/2004,-9.063646,1.165394,-10.62,-6.73,96
BENM,01/27/2004,-8.948229,1.24361,-11.72,-7.18,96
BENM,01/28/2004,-8.162708,1.458027,-11.13,-6.3,96
BENM,01/29/2004,-8.480208,1.460461,-11.41,-6.46,96
BENM,01/30/2004,-8.865417,1.834605,-12.18,-6.42,96
BENM,01/31/2004,-9.636875,1.400947,-12.35,-7.66,96
BENM,02/01/2004,-11.949896,.973739,-14.35,-9.7,96
BENM,02/02/2004,-12.14125,1.937469,-15.89,-8.94,96
BENM,02/03/2004,-10.493854,1.494516,-13.21,-8.26,96
BENM,02/04/2004,-13.278958,1.373543,-16.43,-11.32,96
BENM,02/05/2004,-14.286354,1.617634,-17.61,-12.36,96
BENM,02/06/2004,-13.413854,1.461304,-16.55,-11.22,96
BENM,02/07/2004,-12.738958,.872173,-14.24,-11.14,96
BENM,02/08/2004,-11.557292,1.320692,-13.96,-9.57,96
BENM,02/09/2004,-8.524896,2.560234,-12.25,-4.48,96
BENM,02/10/2004,-11.557708,1.262112,-14.83,-8.86,96
BENM,02/11/2004,-14.738125,1.170095,-16.74,-12.89,96
BENM,02/12/2004,-16.482396,1.052636,-18.41,-14.51,96
BENM,02/13/2004,-17.264167,2.235981,-21.18,-14.65,96
BENM,02/14/2004,-17.194583,2.299034,-21.31,-14.3,96
BENM,02/15/2004,-17.048125,2.395775,-20.97,-13.58,96
BENM,02/16/2004,-17.340417,1.913322,-21.26,-14.18,96
BENM,02/17/2004,-17.978854,1.320217,-20.72,-16.22,96
BENM,02/18/2004,-18.237917,2.676085,-22.58,-14.56,96
BENM,02/19/2004,-14.917396,3.381399,-20.06,-10.13,96
BENM,02/20/2004,-14.926563,2.422016,-19.42,-11.89,96
BENM,02/21/2004,-14.313854,1.864218,-17.67,-11.33,96
BENM,02/22/2004,-8.757396,3.889507,-14.6,-4.22,96
BENM,02/23/2004,-4.456354,2.256617,-8.04,-.23,96
BENM,02/24/2004,-8.347604,1.53534,-12.09,-6.47,96
BENM,02/25/2004,-12.935417,1.691147,-16.99,-8.91,96
BENM,02/26/2004,-17.065313,3.011374,-21.39,-9.16,96
BENM,02/27/2004,-17.289896,3.829549,-22.3,-8.22,96
BENM,02/28/2004,-14.264688,3.525253,-19.98,-6.42,96
BENM,02/29/2004,-15.796458,3.338391,-20.64,-7.73,96
BENM,03/01/2004,-17.355313,4.415083,-23.5,-8.81,96
BENM,03/02/2004,-17.552604,3.012303,-22.85,-10.6,96
BENM,03/03/2004,-17.365,2.394876,-21.15,-12.95,96
BENM,03/04/2004,-18.123438,1.759079,-21.35,-14,96
BENM,03/05/2004,-19.61875,3.633149,-23.86,-7.73,96
BENM,03/06/2004,-22.685104,2.537634,-26.03,-14.18,96
BENM,03/07/2004,-25.152708,3.298692,-29.52,-17.38,96
BENM,03/08/2004,-27.125833,3.430641,-31.34,-18.36,96
BENM,03/09/2004,-29.095729,2.689099,-32.94,-23.39,96
BENM,03/10/2004,-28.067604,3.374884,-32.04,-19.3,96
BENM,03/11/2004,-26.937813,3.945906,-31.79,-16.7,96
BENM,03/12/2004,-28.780104,3.275133,-32.71,-19.92,96
BENM,03/13/2004,-29.001563,3.644156,-33.33,-18.02,96
BENM,03/14/2004,-29.700833,3.029856,-33.36,-20.35,96
BENM,03/15/2004,-30.370417,2.896263,-34.12,-21.88,96
BENM,03/16/2004,-31.018854,3.752756,-34.82,-20.35,96
BENM,03/17/2004,-30.960417,2.878915,-35.34,-23.15,96
BENM,03/18/2004,-30.519063,3.151567,-35.08,-24.2,96
BENM,03/19/2004,-28.977083,2.834749,-32.89,-21.85,96
BENM,03/20/2004,-19.428958,4.167353,-28.26,-15.23,96
BENM,03/21/2004,-19.330521,2.550466,-24.73,-13.1,96
BENM,03/22/2004,-24.623646,2.447569,-27.69,-17.67,96
BENM,03/23/2004,-28.879896,1.595239,-31.93,-25.38,96
BENM,03/24/2004,-27.863438,1.888802,-30.76,-21.64,96
BENM,03/25/2004,-26.543333,2.166329,-30.17,-22.24,96
BENM,03/26/2004,-28.702292,1.873216,-32.68,-24.97,96
BENM,03/27/2004,-28.416771,3.676506,-34.07,-21.28,96
BENM,03/28/2004,-18.339479,3.153396,-25.07,-12.52,96
BENM,03/29/2004,-18.139792,2.446681,-23.77,-13.44,96
BENM,03/30/2004,-27.063021,2.081449,-30.05,-21.86,96
BENM,03/31/2004,-28.194792,1.412469,-30.48,-23.73,96
BENM,04/01/2004,-30.541146,1.296257,-33.36,-27.8,96
BENM,04/02/2004,-22.227708,2.177872,-28.99,-20.39,96
BENM,04/03/2004,-20.201146,1.14606,-22.85,-18.43,96
BENM,04/04/2004,-19.217917,1.650178,-23.1,-16.37,96
BENM,04/05/2004,-23.745833,2.310734,-28.33,-20.21,96
BENM,04/06/2004,-23.680729,1.71586,-28.41,-20.59,96
BENM,04/07/2004,-24.485833,1.926111,-28.16,-20.83,96
BENM,04/08/2004,-29.14375,2.292091,-34.03,-24.5,96
BENM,04/09/2004,-33.271979,.961387,-35.55,-31.03,96
BENM,04/10/2004,-33.37375,1.01904,-35.37,-30.69,96
BENM,04/11/2004,-33.573542,.855331,-35.69,-30.74,96
BENM,04/12/2004,-33.011354,1.099958,-35.16,-30.35,96
BENM,04/13/2004,-35.043958,1.951595,-38,-30.6,96
BENM,04/14/2004,-33.137604,3.089611,-36.79,-26.53,96
BENM,04/15/2004,-25.857604,1.539644,-30.09,-23.19,96
BENM,04/16/2004,-22.420833,1.089629,-25.15,-20.15,96
BENM,04/17/2004,-27.470417,1.131756,-29.44,-23.99,96
BENM,04/18/2004,-26.374375,2.418366,-30.02,-21.52,96
BENM,04/19/2004,-25.850208,1.22564,-28.25,-22.97,96
BENM,04/20/2004,-28.667188,1.291465,-30.75,-25.09,96
BENM,04/21/2004,-26.172604,1.911498,-30.25,-22.94,96
BENM,04/22/2004,-20.408333,3.487059,-28.04,-16.86,96
BENM,04/23/2004,-19.894479,2.15955,-22.31,-16.45,96
BENM,04/24/2004,-25.216042,3.472913,-30.94,-17.95,96
BENM,04/25/2004,-21.152708,.73763,-22.45,-19.59,96
BENM,04/26/2004,-20.932188,.908135,-22.31,-19.11,96
BENM,04/27/2004,-24.044688,1.619448,-27.62,-22.31,96
BENM,04/28/2004,-24.766771,3.000747,-29.91,-20.2,96
BENM,04/29/2004,-26.495417,2.019304,-29.79,-21.85,96
BENM,04/30/2004,-27.655104,3.323638,-32.09,-21.48,96
BENM,05/01/2004,-33.534271,1.263023,-35.82,-30.43,96
BENM,05/02/2004,-34.044063,.929038,-36.02,-31.29,96
BENM,05/03/2004,-39.468333,1.884655,-42.83,-35.62,96
BENM,05/04/2004,-40.836146,.881567,-42.38,-38.64,96
BENM,05/05/2004,-39.210521,1.002896,-41.23,-36.67,96
BENM,05/06/2004,-38.875313,.854296,-40.81,-36.91,96
BENM,05/07/2004,-37.109167,.887985,-38.78,-34.78,96
BENM,05/08/2004,-38.379271,1.007203,-40.89,-35.91,96
BENM,05/09/2004,-39.911042,.972383,-42.23,-37.57,96
BENM,05/10/2004,-32.197083,2.814039,-38.78,-27.27,96
BENM,05/11/2004,-27.662917,2.20186,-32.07,-22.54,96
BENM,05/12/2004,-33.254271,1.462463,-35.85,-29.26,96
BENM,05/13/2004,-30.445417,4.521523,-35.28,-20.31,96
BENM,05/14/2004,-29.631979,3.054722,-34.09,-18.19,96
BENM,05/15/2004,-20.998333,1.766034,-24.32,-18.19,96
BENM,05/16/2004,-24.813125,5.197675,-30.07,-12.81,96
BENM,05/17/2004,-20.55125,3.903994,-25.85,-13.81,96
BENM,05/18/2004,-14.670208,1.64384,-20.03,-12.27,96
BENM,05/19/2004,-24.837708,3.09349,-29.25,-20.08,96
BENM,05/20/2004,-26.761667,2.773446,-31.01,-20.6,96
BENM,05/21/2004,-29.991458,2.015454,-33.18,-24.32,96
BENM,05/22/2004,-30.874375,2.408345,-35.29,-27.36,96
BENM,05/23/2004,-35.064896,.803344,-36.6,-32.31,96
BENM,05/24/2004,-35.549688,.753283,-37.16,-33.63,96
BENM,05/25/2004,-34.483229,.792498,-35.82,-31.92,96
BENM,05/26/2004,-35.495,1.299871,-38.53,-32.25,96
BENM,05/27/2004,-35.316563,1.837082,-38.81,-31.52,96
BENM,05/28/2004,-34.04375,3.036373,-37.84,-28.66,96
BENM,05/29/2004,-38.032083,.749984,-39.77,-36.35,96
BENM,05/30/2004,-36.627813,1.932239,-39.93,-32.64,96
BENM,05/31/2004,-32.968646,1.422855,-37.03,-28.47,96
BENM,06/01/2004,-34.217917,1.65405,-37.07,-30.87,96
BENM,06/02/2004,-32.785625,2.370579,-36.53,-28.57,96
BENM,06/03/2004,-26.036875,1.559958,-30.43,-23.87,96
BENM,06/04/2004,-30.604063,1.968551,-33.69,-27.16,96
BENM,06/05/2004,-32.963125,1.319999,-35.09,-29.11,96
BENM,06/06/2004,-27.041979,5.516579,-34.66,-19.02,96
BENM,06/07/2004,-22.252083,1.901764,-25.67,-18.73,96
BENM,06/08/2004,-23.084479,2.034135,-28.08,-18.95,96
BENM,06/09/2004,-25.2925,2.117227,-29.84,-19.57,96
BENM,06/10/2004,-18.663125,5.06575,-27.85,-9.87,96
BENM,06/11/2004,-26.918958,2.355514,-30.55,-20.39,96
BENM,06/12/2004,-25.485729,3.317686,-32.58,-20.6,96
BENM,06/13/2004,-27.462188,4.106631,-35,-22,96
BENM,06/14/2004,-24.194792,4.138895,-34.48,-21.07,96
BENM,06/15/2004,-28.015729,2.913636,-33.31,-21.17,96
BENM,06/16/2004,-26.113229,1.62173,-32.12,-23.39,96
BENM,06/17/2004,-26.329167,1.779023,-29.91,-24,96
BENM,06/18/2004,-20.805521,2.249284,-25.59,-17.03,96
BENM,06/19/2004,-22.249688,.947812,-23.99,-18.71,96
BENM,06/20/2004,-20.935208,2.585092,-24.72,-15.53,96
BENM,06/21/2004,-15.482708,1.943579,-20.51,-10.66,96
BENM,06/22/2004,-24.205521,2.136046,-27.3,-18.36,96
BENM,06/23/2004,-26.942083,1.350394,-29.05,-22.65,96
BENM,06/24/2004,-29.95125,.94272,-31.72,-26.57,96
BENM,06/25/2004,-29.647708,1.822233,-32.83,-26.61,96
BENM,06/26/2004,-31.405938,1.096347,-34.19,-28,96
BENM,06/27/2004,-27.334271,2.31759,-32.53,-22.76,96
BENM,06/28/2004,-30.789688,2.157967,-34.57,-26.19,96
BENM,06/29/2004,-31.537083,1.360105,-34.27,-27.66,96
BENM,06/30/2004,-30.726146,1.130496,-32.64,-27.39,96
BENM,07/01/2004,-27.320104,4.266495,-33.07,-19.98,96
BENM,07/02/2004,-24.047813,2.870256,-31.43,-19.39,96
BENM,07/03/2004,-20.560938,6.198032,-32.04,-10.51,96
BENM,07/04/2004,-21.157188,4.853866,-27.43,-11.55,96
BENM,07/05/2004,-30.878438,1.826281,-34.55,-26.29,96
BENM,07/06/2004,-37.159271,3.329268,-42.19,-31.06,96
BENM,07/07/2004,-43.452083,.935986,-45.17,-40.33,96
BENM,07/08/2004,-42.803021,1.355463,-45.64,-39.19,96
BENM,07/09/2004,-42.408125,1.440964,-45.12,-38.21,96
BENM,07/10/2004,-39.612188,1.62944,-42.89,-36.29,96
BENM,07/11/2004,-35.974271,1.656939,-41.78,-32.32,96
BENM,07/12/2004,-29.693542,1.791859,-33.27,-25.03,96
BENM,07/13/2004,-32.38875,1.743269,-35.32,-25.48,96
