
# McMurdo Dry Valleys LTER - www.mcmlter.org
# 
#########################################################################################
# MCM LTER data may be used freely with the following restrictions:
# -The Principal Investigator be sent a notice stating reasons for 
# 	acquiring any data and a description of the publication intentions.
# -The Principal Investigator of the data set be sent a copy of any
# 	report or manuscript prior to submission and be adequately cited
# 	in any resultant publications.
# -A copy of any resultant publications should be sent to the MCM LTER data
# 	manager and PI.
# -The end-user follow the guidelines set forth in the LTER Network Data Access Policy, 
#	Data Access Requirements, and General Data Use Agreement found at:
# 	http://www.mcmlter.org/data_guidelines.htm
#########################################################################################
# 
# DESCRIPTION OF COLUMN HEADERS:
# 
# All meteorological stations contain the following column headers:
# METLOCID		Met Station ID - see www.mcmlter.org/data/meteorology/locations/metlocs.html for more info
# DATE_TIME		Date and 24 Hour Time
# 
# The remaining columns depend on the parameters measured at the station and will have a statistic,
# 	followed by and underscore, followed by the parameter:
# 
# Statistics:
# MEAN		Daily/Monthly Mean
# STDDEV	Daily/Monthly Standard Deviation
# MIN		Minimum Daily/Monthly Value
# MAX		Maximum Daily/Monthly Value
# N		Number of Observations (N_COMMENTS = the number of comments. If > 0 refer to original 15-minute data)
# 
# Query Executed: 2015-11-11 19:14:20.0
# 
# METADATA URLs (copy and paste these links into your web browser):
# 
# Beacon Valley Station General Metadata: 
# http://mcm.lternet.edu/content/beacon-valley-meteorological-station-measurements
# Units and Column Descriptions for BENM_AIRT:
# http://mcm.lternet.edu/content/BENMAIRT
# 

METLOCID,DATE_TIME,AVG_AIRT3M,STD_AIRT3M,MIN_AIRT3M,MAX_AIRT3M,N_AIRT3M
BENM,03/31/2006,-28.884063,1.39002,-30.99,-25.72,96
BENM,04/01/2006,-28.305417,2.198517,-31.91,-23.96,96
BENM,04/02/2006,-25.772708,.796529,-27.44,-23.93,96
BENM,04/03/2006,-27.207083,1.747174,-29.81,-22.53,96
BENM,04/04/2006,-31.5775,2.213907,-36.04,-27.57,96
BENM,04/05/2006,-31.648125,3.756355,-36.79,-24.81,96
BENM,04/06/2006,-30.513438,1.101023,-32.25,-26.64,96
BENM,04/07/2006,-30.453333,2.209982,-33.55,-21.67,96
BENM,04/08/2006,-27.8175,2.683924,-31.81,-20.15,96
BENM,04/09/2006,-30.2625,2.704409,-35.98,-24.9,96
BENM,04/10/2006,-26.1475,2.978661,-31.34,-19.48,96
BENM,04/11/2006,-28.865313,1.56951,-31.82,-24.83,96
BENM,04/12/2006,-31.388125,1.311836,-34.33,-28.28,96
BENM,04/13/2006,-34.920104,.929551,-36.67,-31.78,96
BENM,04/14/2006,-28.827604,3.774238,-35.84,-23.45,96
BENM,04/15/2006,-25.428333,1.894466,-30.08,-22.43,96
BENM,04/16/2006,-32.633333,1.940138,-36.08,-27.75,96
BENM,04/17/2006,-32.366875,1.953344,-36.32,-29.48,96
BENM,04/18/2006,-30.271771,.73931,-31.89,-28.56,96
BENM,04/19/2006,-31.504583,1.894401,-36.06,-27.02,96
BENM,04/20/2006,-34.922708,.936778,-36.83,-32.9,96
BENM,04/21/2006,-39.604896,2.347667,-42.69,-33.87,96
BENM,04/22/2006,-39.168333,2.557463,-42.65,-33.37,96
BENM,04/23/2006,-29.086354,3.221718,-33.91,-23.73,96
BENM,04/24/2006,-26.701458,1.355319,-29.32,-23.21,96
BENM,04/25/2006,-19.456667,2.088715,-24.02,-16.26,96
BENM,04/26/2006,-18.906146,1.246551,-22.29,-16.73,96
BENM,04/27/2006,-20.927083,1.279121,-24.36,-18.4,96
BENM,04/28/2006,-27.754479,2.026639,-31.64,-22,96
BENM,04/29/2006,-32.738958,1.733295,-36.34,-29.47,96
BENM,04/30/2006,-32.872188,.970672,-34.67,-30.59,96
BENM,05/01/2006,-29.160625,1.809013,-32.45,-25.86,96
BENM,05/02/2006,-21.907292,3.169633,-27.83,-16.75,96
BENM,05/03/2006,-20.146146,3.864803,-27.33,-14.94,96
BENM,05/04/2006,-15.3675,1.920321,-18.46,-11.29,96
BENM,05/05/2006,-18.707083,1.916521,-22.08,-14.57,96
BENM,05/06/2006,-23.612708,3.256665,-27.6,-17.2,96
BENM,05/07/2006,-27.622292,1.603821,-31.16,-24.05,96
BENM,05/08/2006,-32.010104,1.54162,-35.8,-28.97,96
BENM,05/09/2006,-35.453646,1.054009,-37.81,-32.65,96
BENM,05/10/2006,-31.50125,2.271107,-35.9,-26.54,96
BENM,05/11/2006,-36.244896,1.694009,-39.74,-33.66,96
BENM,05/12/2006,-30.846042,5.267268,-39.45,-24.15,96
BENM,05/13/2006,-35.806667,5.854774,-42.21,-25.01,96
BENM,05/14/2006,-38.334688,3.510144,-42.68,-31.46,96
BENM,05/15/2006,-31.635104,.986722,-33.79,-29.2,96
BENM,05/16/2006,-31.441563,1.410511,-33.23,-27.05,96
BENM,05/17/2006,-33.404375,3.034032,-37.93,-27.48,96
BENM,05/18/2006,-35.759375,1.332139,-38.21,-32.42,96
BENM,05/19/2006,-34.013542,.941858,-36.1,-31.08,96
BENM,05/20/2006,-36.197188,1.379148,-39.5,-33.4,96
BENM,05/21/2006,-39.697396,1.118342,-42.48,-36.66,96
BENM,05/22/2006,-40.893021,.808152,-42.62,-38.95,96
BENM,05/23/2006,-38.616354,2.202225,-41.81,-32.6,96
BENM,05/24/2006,-27.121667,2.567891,-35.37,-23.7,96
BENM,05/25/2006,-25.576875,4.50153,-33.47,-19.62,96
BENM,05/26/2006,-24.295313,3.704461,-29.71,-18.46,96
BENM,05/27/2006,-33.38125,1.642466,-35.96,-28.33,96
BENM,05/28/2006,-33.922917,1.248833,-37.08,-30.93,96
BENM,05/29/2006,-38.005,1.825017,-41.2,-34.49,96
BENM,05/30/2006,-29.99,6.893514,-40.49,-22.39,96
BENM,05/31/2006,-21.058125,.851727,-22.31,-18.76,96
BENM,06/01/2006,-21.946146,1.064539,-23.31,-18.47,96
BENM,06/02/2006,-22.585313,3.314231,-28.29,-16.99,96
BENM,06/03/2006,-20.730208,3.860174,-27.22,-13.94,96
BENM,06/04/2006,-16.9775,2.166149,-23.7,-15.22,96
BENM,06/05/2006,-21.498125,3.256399,-26.96,-17.31,96
BENM,06/06/2006,-19.995521,1.481344,-24.3,-17.79,96
BENM,06/07/2006,-27.532604,1.410759,-31.26,-24.98,96
BENM,06/08/2006,-32.59875,1.075059,-34.8,-29.38,96
BENM,06/09/2006,-33.836979,.909074,-35.72,-30.26,96
BENM,06/10/2006,-35.844688,.831443,-37.4,-33.91,96
BENM,06/11/2006,-27.128438,7.716814,-37.44,-18.01,96
BENM,06/12/2006,-17.229583,.953105,-18.98,-15.54,96
BENM,06/13/2006,-16.330104,2.95365,-21.85,-12.08,96
BENM,06/14/2006,-23.135208,.992058,-25.04,-20.96,96
BENM,06/15/2006,-21.849271,1.378809,-24.79,-19.21,96
BENM,06/16/2006,-21.402604,.654073,-22.78,-19.77,96
BENM,06/17/2006,-25.591771,2.752626,-31.7,-21.83,96
BENM,06/18/2006,-33.072188,1.268563,-35.1,-28.97,96
BENM,06/19/2006,-32.112917,1.211545,-34.42,-29.18,96
BENM,06/20/2006,-35.349271,1.376111,-37.98,-32.1,96
BENM,06/21/2006,-39.36,1.221206,-41.82,-36.8,96
BENM,06/22/2006,-42.04125,.923433,-43.86,-39.21,96
BENM,06/23/2006,-42.108854,1.169331,-44.38,-38.81,96
BENM,06/24/2006,-34.253229,5.463473,-42.41,-26.89,96
BENM,06/25/2006,-27.426563,1.792569,-30.66,-23.73,96
BENM,06/26/2006,-31.645729,4.167494,-39.47,-26.25,96
BENM,06/27/2006,-33.000104,5.076024,-41.91,-26.31,96
BENM,06/28/2006,-37.165833,3.108809,-41.82,-30.47,96
BENM,06/29/2006,-40.382083,1.661349,-42.76,-37.1,96
BENM,06/30/2006,-33.667813,5.186209,-40.09,-25.8,96
BENM,07/01/2006,-33.789688,2.389337,-37.14,-27.18,96
BENM,07/02/2006,-38.172292,1.183474,-40.71,-34.55,96
BENM,07/03/2006,-39.976875,.845679,-41.38,-37.49,96
BENM,07/04/2006,-40.560417,.95946,-42.34,-36.76,96
BENM,07/05/2006,-38.377813,1.399676,-42.11,-35.34,96
BENM,07/06/2006,-36.238542,2.061848,-40.57,-31.64,96
BENM,07/07/2006,-28.340417,5.037649,-36.75,-20.04,96
BENM,07/08/2006,-28.848021,1.576712,-31.05,-24.45,96
BENM,07/09/2006,-33.235313,1.128092,-35.54,-30.05,96
BENM,07/10/2006,-34.619063,.850293,-36.23,-31.12,96
BENM,07/11/2006,-35.379479,1.172762,-39.16,-33.07,96
BENM,07/12/2006,-36.347292,1.854497,-39.9,-32.3,96
BENM,07/13/2006,-35.791042,1.304133,-38.41,-31.29,96
BENM,07/14/2006,-28.501354,3.3767,-35.35,-23.91,96
BENM,07/15/2006,-30.251563,3.594571,-36.64,-24.25,96
BENM,07/16/2006,-23.482292,1.068251,-25.71,-21.28,96
BENM,07/17/2006,-27.937917,4.519828,-35.57,-19.09,96
BENM,07/18/2006,-37.290104,1.708571,-40.1,-34.06,96
BENM,07/19/2006,-38.399063,1.172574,-40.75,-34.78,96
BENM,07/20/2006,-40.212292,1.19905,-42.47,-37.05,96
BENM,07/21/2006,-37.917604,2.64081,-42.77,-33.18,96
BENM,07/22/2006,-37.875521,1.374301,-40.39,-33.22,96
BENM,07/23/2006,-37.313646,.750318,-38.66,-35.43,96
BENM,07/24/2006,-33.199688,2.967015,-38,-26.52,96
BENM,07/25/2006,-27.595521,3.771665,-34.78,-21.59,96
BENM,07/26/2006,-36.216563,1.676664,-40.36,-32.24,96
BENM,07/27/2006,-35.310521,1.603189,-38.65,-31.4,96
BENM,07/28/2006,-35.996563,1.72459,-39.34,-32.38,96
BENM,07/29/2006,-23.311563,4.500309,-35.71,-18.23,96
BENM,07/30/2006,-27.998854,4.831775,-35,-21.18,96
BENM,07/31/2006,-24.044479,5.105199,-34.04,-17.83,96
BENM,08/01/2006,-17.994688,.480234,-19.11,-16.46,96
BENM,08/02/2006,-15.466458,1.036927,-18.27,-13.13,96
BENM,08/03/2006,-16.921875,1.356299,-21.02,-14.33,96
BENM,08/04/2006,-18.60375,2.372688,-22.16,-14.91,96
BENM,08/05/2006,-17.079063,1.525972,-18.85,-14.47,96
BENM,08/06/2006,-21.410625,2.38065,-25.36,-17.17,96
BENM,08/07/2006,-21.596979,2.104888,-25.6,-18.55,96
BENM,08/08/2006,-28.976875,1.506494,-31.46,-25.47,96
BENM,08/09/2006,-30.177813,2.968405,-35.35,-25.92,96
BENM,08/10/2006,-34.523542,.914518,-35.78,-31.01,96
BENM,08/11/2006,-28.055833,2.40313,-33.14,-24.33,96
BENM,08/12/2006,-24.940313,1.968308,-28.8,-20.51,96
BENM,08/13/2006,-17.264792,2.291364,-22.85,-13.48,96
BENM,08/14/2006,-22.741875,2.48103,-28.08,-16.24,96
BENM,08/15/2006,-24.038854,3.56945,-29.22,-18.56,96
BENM,08/16/2006,-24.448854,2.260875,-28.5,-20.75,96
BENM,08/17/2006,-28.653646,1.061266,-30.74,-25.96,96
BENM,08/18/2006,-28.533333,1.206774,-30.49,-26.19,96
BENM,08/19/2006,-27.239896,1.372699,-30.65,-24.83,96
BENM,08/20/2006,-28.176563,1.67868,-31.21,-25.04,96
BENM,08/21/2006,-30.712396,1.349781,-33.43,-27.7,96
BENM,08/22/2006,-33.045521,1.324608,-35.91,-30.13,96
BENM,08/23/2006,-33.320313,1.031311,-35.09,-30.16,96
BENM,08/24/2006,-27.181458,1.278057,-30.02,-25.26,96
BENM,08/25/2006,-22.646458,1.270915,-25.67,-20.18,96
BENM,08/26/2006,-24.056563,1.461226,-26.29,-21.34,96
BENM,08/27/2006,-30.832396,2.608394,-35.81,-25.93,96
BENM,08/28/2006,-34.439479,.714926,-35.91,-32.62,96
BENM,08/29/2006,-31.139063,2.37198,-34.53,-26.48,96
BENM,08/30/2006,-26.400417,.866016,-28.1,-24.44,96
BENM,08/31/2006,-29.406771,.930037,-31.91,-27.28,96
BENM,09/01/2006,-31.662188,1.082903,-34.1,-28.58,96
BENM,09/02/2006,-36.107813,1.818779,-38.75,-32.23,96
BENM,09/03/2006,-37.631563,1.676032,-40.58,-33.86,96
BENM,09/04/2006,-30.067813,2.893905,-36.86,-25.62,96
BENM,09/05/2006,-28.966979,1.474354,-32.9,-26.99,96
BENM,09/06/2006,-32.816771,1.734176,-35.57,-28.2,96
BENM,09/07/2006,-29.61375,.993521,-32.02,-28.09,96
BENM,09/08/2006,-29.185729,1.856141,-32.07,-25.94,96
BENM,09/09/2006,-27.313542,3.419725,-32.15,-21.72,96
BENM,09/10/2006,-23.231354,2.60403,-29.63,-20.33,96
BENM,09/11/2006,-29.95875,1.866865,-35.15,-26.22,96
BENM,09/12/2006,-34.413021,1.810333,-37.6,-30.8,96
BENM,09/13/2006,-35.386146,1.734819,-39.14,-31.29,96
BENM,09/14/2006,-35.4725,2.850234,-39.25,-30.21,96
BENM,09/15/2006,-28.686146,1.494591,-33.26,-27.01,96
BENM,09/16/2006,-25.807813,1.077284,-27.52,-24.26,96
BENM,09/17/2006,-23.195104,.944002,-25.21,-21.82,96
BENM,09/18/2006,-21.132083,2.716919,-26.4,-17.79,96
BENM,09/19/2006,-15.427396,.876866,-17.84,-13.87,96
BENM,09/20/2006,-15.405104,.906448,-17.23,-13.46,96
BENM,09/21/2006,-15.729167,2.299982,-19.02,-12.29,96
BENM,09/22/2006,-18.745625,1.031769,-20.45,-16.53,96
BENM,09/23/2006,-19.074688,2.569547,-23.33,-14.32,96
BENM,09/24/2006,-21.797708,1.914535,-24.9,-17.62,96
BENM,09/25/2006,-24.194271,2.851727,-28,-17.12,96
BENM,09/26/2006,-30.027708,1.896334,-33.16,-25.48,96
BENM,09/27/2006,-27.561667,1.610064,-30.97,-24.64,96
BENM,09/28/2006,-28.579688,3.139469,-32.55,-17.85,96
BENM,09/29/2006,-26.009479,4.709543,-32.32,-19.87,96
BENM,09/30/2006,-20.046458,2.243523,-25.32,-15.85,96
BENM,10/01/2006,-25.623125,3.337132,-30.32,-18.33,96
BENM,10/02/2006,-31.451042,1.567186,-35.04,-27.02,96
BENM,10/03/2006,-25.373438,4.824618,-34.12,-20.4,96
BENM,10/04/2006,-17.918229,1.944659,-20.7,-14.71,96
BENM,10/05/2006,-15.507188,2.190461,-21.03,-11.29,96
BENM,10/06/2006,-18.488958,2.880779,-22.39,-13.52,96
BENM,10/07/2006,-20.493021,3.717907,-25.56,-13.41,96
BENM,10/08/2006,-22.800938,2.947143,-27.12,-15.79,96
BENM,10/09/2006,-27.222708,2.158184,-30.63,-22.39,96
BENM,10/10/2006,-27.099063,1.639838,-30.64,-24.09,96
BENM,10/11/2006,-27.224479,3.375404,-32.4,-20.82,96
BENM,10/12/2006,-25.238333,4.023268,-30.76,-16.86,96
BENM,10/13/2006,-23.345208,3.239229,-28.51,-17.38,96
BENM,10/14/2006,-21.794479,3.00041,-26.43,-15.45,96
BENM,10/15/2006,-25.923542,1.646864,-29.34,-23.09,96
BENM,10/16/2006,-26.801146,2.957709,-31.61,-20.83,96
BENM,10/17/2006,-29.341563,1.198256,-31.93,-26.72,96
BENM,10/18/2006,-27.782813,2.723803,-32.04,-22.64,96
BENM,10/19/2006,-28.384167,2.446545,-32.93,-24.08,96
BENM,10/20/2006,-24.599896,3.657772,-30.02,-18.86,96
BENM,10/21/2006,-22.697083,3.5368,-28.2,-18.8,96
BENM,10/22/2006,-19.244583,1.392373,-21.81,-17.42,96
BENM,10/23/2006,-17.159479,2.267375,-20.45,-13.81,96
BENM,10/24/2006,-19.4675,2.300568,-23.38,-16.2,96
BENM,10/25/2006,-18.260938,2.305606,-22.33,-14.61,96
BENM,10/26/2006,-18.688958,1.498033,-21.21,-16.26,96
BENM,10/27/2006,-22.672292,1.376414,-25.72,-20.32,96
BENM,10/28/2006,-25.347396,1.25898,-28.08,-23.66,96
BENM,10/29/2006,-23.515313,3.718761,-29.51,-19.01,96
BENM,10/30/2006,-18.482083,1.677662,-20.72,-15.4,96
BENM,10/31/2006,-17.671042,2.444236,-22.35,-14.34,96
BENM,11/01/2006,-21.442396,1.606751,-24.37,-18.12,96
BENM,11/02/2006,-21.112604,2.620479,-25.81,-18.01,96
BENM,11/03/2006,-17.661563,3.234363,-22.98,-13.99,96
BENM,11/04/2006,-17.409688,.448409,-18.72,-16.46,96
BENM,11/05/2006,-13.991458,2.288964,-17.37,-9.12,96
BENM,11/06/2006,-14.772917,3.569021,-20.06,-7.38,96
BENM,11/07/2006,-15.190417,2.891664,-20.27,-9.29,96
BENM,11/08/2006,-17.229479,2.869111,-23.01,-12.35,96
BENM,11/09/2006,-16.670938,2.151732,-20.95,-11.45,96
BENM,11/10/2006,-15.532604,2.4805,-20.05,-10.17,96
BENM,11/11/2006,-17.711458,1.417644,-20.31,-13.97,96
BENM,11/12/2006,-19.736771,1.810959,-22.88,-16.89,96
BENM,11/13/2006,-18.896875,2.371439,-23.47,-16.29,96
BENM,11/14/2006,-15.950625,1.326226,-18.01,-13.75,96
BENM,11/15/2006,-14.921563,2.664243,-20.11,-11.75,96
BENM,11/16/2006,-11.956354,1.316843,-14.78,-9.91,96
BENM,11/17/2006,-13.424063,1.559469,-16.04,-11.19,96
BENM,11/18/2006,-12.470729,1.524351,-15.6,-9.71,96
BENM,11/19/2006,-12.287396,1.247772,-13.86,-10.17,96
BENM,11/20/2006,-11.263854,.696594,-12.69,-10.21,96
BENM,11/21/2006,-10.519375,1.50896,-13.29,-8.82,96
BENM,11/22/2006,-7.803021,1.428306,-10.63,-6.13,96
BENM,11/23/2006,-8.512708,1.061747,-10.92,-6.63,96
BENM,11/24/2006,-8.647708,1.048301,-10.15,-6.68,96
BENM,11/25/2006,-9.131354,.994009,-10.93,-7.39,96
BENM,11/26/2006,-8.755417,.783127,-10.03,-7.63,96
BENM,11/27/2006,-8.697083,1.249973,-11.73,-6.69,96
BENM,11/28/2006,-8.920417,1.165127,-10.48,-7,96
BENM,11/29/2006,-8.18125,1.498003,-10.81,-6.18,96
BENM,11/30/2006,-7.012292,1.205356,-9.54,-4.9,96
BENM,12/01/2006,-6.972604,.640476,-8.56,-5.67,96
BENM,12/02/2006,-5.922396,1.752626,-8.81,-3.24,96
BENM,12/03/2006,-8.029583,.540594,-9.83,-7.1,96
BENM,12/04/2006,-8.568646,1.294309,-11.33,-6.65,96
BENM,12/05/2006,-7.779688,1.463147,-10.98,-5.99,96
BENM,12/06/2006,-7.241875,1.563976,-10.93,-5.11,96
BENM,12/07/2006,-5.57125,.879113,-7.02,-4.22,96
BENM,12/08/2006,-5.953646,.879656,-8.42,-4.46,96
BENM,12/09/2006,-8.118021,.57303,-9.22,-7.07,96
BENM,12/10/2006,-9.413333,.905397,-11.26,-7.84,96
BENM,12/11/2006,-10.648438,1.07804,-12.46,-8.55,96
BENM,12/12/2006,-11.674896,.808583,-12.98,-10.16,96
BENM,12/13/2006,-12.135938,.890251,-13.68,-10.69,96
BENM,12/14/2006,-12.460729,.873669,-13.98,-11.1,96
BENM,12/15/2006,-10.809583,1.341745,-13.08,-8.75,96
BENM,12/16/2006,-10.810625,.885549,-12.55,-9.22,96
BENM,12/17/2006,-10.803646,.928716,-12.51,-8.81,96
BENM,12/18/2006,-10.974271,1.243496,-12.83,-8.86,96
BENM,12/19/2006,-12.433229,.358428,-13.06,-11.8,96
BENM,12/20/2006,-11.105833,1.09821,-12.86,-9.31,96
BENM,12/21/2006,-10.709063,1.203436,-12.65,-8.82,96
BENM,12/22/2006,-9.793021,1.220217,-11.7,-8.02,96
BENM,12/23/2006,-11.630729,.832598,-13.23,-10.48,96
BENM,12/24/2006,-11.479375,1.034739,-13.78,-10.01,96
BENM,12/25/2006,-13.673854,1.030413,-15.43,-12.05,96
BENM,12/26/2006,-15.710417,.597516,-17.06,-14.43,96
BENM,12/27/2006,-15.318646,1.186869,-17.45,-13.55,96
BENM,12/28/2006,-13.838854,1.014128,-15.91,-12.11,96
BENM,12/29/2006,-12.203438,1.244125,-14.22,-10.42,96
BENM,12/30/2006,-9.584167,1.731448,-12.26,-6.92,96
BENM,12/31/2006,-9.212188,1.532642,-11.67,-7.01,96
BENM,01/01/2007,-9.204479,.837362,-10.83,-7.66,96
BENM,01/02/2007,-3.708021,2.669226,-8.57,-.19,96
BENM,01/03/2007,-3.938646,.992366,-6.21,-1.5,96
BENM,01/04/2007,-5.714479,.648602,-7.07,-4.46,96
BENM,01/05/2007,-7.027917,.615983,-8.37,-5.71,96
BENM,01/06/2007,-7.298958,.964535,-9.06,-5.71,96
BENM,01/07/2007,-7.547083,.663517,-8.41,-5.6,96
BENM,01/08/2007,-7.115417,1.211003,-9.1,-5.13,96
BENM,01/09/2007,-8.445,1.26532,-10.34,-6.24,96
BENM,01/10/2007,-4.556563,2.292066,-8.6,-1.95,96
BENM,01/11/2007,-1.2225,2.211535,-5.76,1.47,96
BENM,01/12/2007,-2.23625,1.587993,-5.43,.02,96
BENM,01/13/2007,-5.110729,.997018,-7.26,-3.78,96
BENM,01/14/2007,-8.206875,.874921,-10.1,-6.67,96
BENM,01/15/2007,-10.008229,1.020899,-11.85,-7.72,96
BENM,01/16/2007,-8.63875,.992981,-11.01,-7.13,96
BENM,01/17/2007,-6.448333,.827854,-7.75,-4.84,96
BENM,01/18/2007,-4.065,1.684941,-7.22,-2.06,96
BENM,01/19/2007,-2.714063,.957378,-5.05,-1.34,96
BENM,01/20/2007,-4.842813,1.026189,-6.87,-3.4,96
BENM,01/21/2007,-6.025208,1.00708,-7.59,-4.34,96
BENM,01/22/2007,-6.111875,1.559307,-9.43,-4.08,96
BENM,01/23/2007,-5.600208,1.691061,-8.32,-3.33,96
BENM,01/24/2007,-4.094063,1.295895,-6,-2.22,96
BENM,01/25/2007,-5.881354,1.120958,-7.91,-4.19,96
BENM,01/26/2007,-5.9575,1.067883,-7.73,-4.71,96
BENM,01/27/2007,-5.692083,.926693,-7.87,-3.77,96
BENM,01/28/2007,-7.400833,.617352,-8.21,-6.05,96
BENM,01/29/2007,-6.998542,1.414829,-9.83,-4.73,96
BENM,01/30/2007,-6.747708,1.63274,-10.05,-4.42,96
BENM,01/31/2007,-4.301042,2.547336,-8.98,-.54,96
BENM,02/01/2007,-5.79125,1.58372,-8.52,-3.22,96
BENM,02/02/2007,-11.560417,1.196429,-13.45,-7.5,96
BENM,02/03/2007,-11.9425,1.308985,-14.73,-9.84,96
BENM,02/04/2007,-11.988958,.909817,-13.85,-9.92,96
BENM,02/05/2007,-11.665417,.844679,-13.14,-9.78,96
BENM,02/06/2007,-12.783125,.86032,-15.21,-11.59,96
BENM,02/07/2007,-12.989583,2.345347,-17.32,-9.44,96
BENM,02/08/2007,-11.607917,2.110344,-15.18,-8.85,96
BENM,02/09/2007,-12.72125,1.217357,-15.61,-11.04,96
BENM,02/10/2007,-15.310313,.829508,-16.99,-13.67,96
BENM,02/11/2007,-16.437813,1.972987,-19.96,-13.96,96
BENM,02/12/2007,-17.435104,1.692323,-20.88,-15.1,96
BENM,02/13/2007,-14.669167,3.236647,-19.27,-10.72,96
BENM,02/14/2007,-8.642188,2.019513,-12.55,-5.05,96
BENM,02/15/2007,-11.068229,1.714112,-14.47,-8.52,96
BENM,02/16/2007,-11.374688,1.973695,-14.48,-8.2,96
BENM,02/17/2007,-11.764792,1.64806,-14.81,-8.89,96
BENM,02/18/2007,-12.405521,1.758382,-15.19,-9.63,96
BENM,02/19/2007,-14.501042,1.837728,-17.81,-11.39,96
BENM,02/20/2007,-16.381458,1.896195,-19.76,-13.46,96
BENM,02/21/2007,-16.216667,2.625678,-19.86,-12.44,96
BENM,02/22/2007,-20.105625,1.404982,-23.02,-18.09,96
BENM,02/23/2007,-20.963646,2.342325,-24.67,-17.15,96
BENM,02/24/2007,-22.306458,2.298163,-26.19,-18.93,96
BENM,02/25/2007,-21.392396,.817925,-23.14,-19.13,96
BENM,02/26/2007,-20.944583,1.441811,-23.43,-16.22,96
BENM,02/27/2007,-21.133229,3.48586,-25.47,-13.74,96
BENM,02/28/2007,-21.919688,4.557653,-28.09,-11.77,96
BENM,03/01/2007,-20.849792,3.811432,-25.95,-11.94,96
BENM,03/02/2007,-22.096667,3.436362,-26.62,-14.9,96
BENM,03/03/2007,-21.321042,4.161967,-26.69,-12.81,96
BENM,03/04/2007,-15.235417,5.327331,-24.31,-9.41,96
BENM,03/05/2007,-12.515313,2.245029,-15.97,-6.37,96
BENM,03/06/2007,-14.109896,2.276865,-17.63,-8.3,96
BENM,03/07/2007,-18.850208,1.337034,-23.22,-16.76,96
BENM,03/08/2007,-21.854375,2.694565,-25.38,-16.17,96
BENM,03/09/2007,-22.895938,2.403439,-26.84,-17.77,96
BENM,03/10/2007,-22.124792,3.533626,-27.55,-16.22,96
BENM,03/11/2007,-21.185521,3.220462,-25.8,-15.18,96
BENM,03/12/2007,-20.383333,2.544783,-26.23,-15.57,96
BENM,03/13/2007,-18.575729,2.698479,-24.72,-15.5,96
BENM,03/14/2007,-18.281458,2.252531,-22.49,-14.16,96
BENM,03/15/2007,-19.701875,1.293103,-22.02,-16.25,96
BENM,03/16/2007,-17.305833,3.171216,-22.28,-11.79,96
BENM,03/17/2007,-14.940833,3.155555,-19.16,-8.29,96
BENM,03/18/2007,-16.770313,2.837702,-20.85,-10.84,96
BENM,03/19/2007,-16.100417,2.118538,-21,-11.33,96
BENM,03/20/2007,-17.814583,2.886617,-21.78,-10.86,96
BENM,03/21/2007,-20.173333,2.539287,-24.24,-13.7,96
BENM,03/22/2007,-21.210625,3.015504,-25.61,-17.11,96
BENM,03/23/2007,-19.297292,1.159693,-22.04,-17.3,96
BENM,03/24/2007,-22.350417,1.624631,-25.29,-17.78,96
BENM,03/25/2007,-25.149271,1.130572,-27.73,-22.91,96
BENM,03/26/2007,-28.635,1.720914,-32.74,-24.19,96
BENM,03/27/2007,-30.528229,1.885663,-33.32,-25.42,96
BENM,03/28/2007,-31.641458,1.646391,-33.89,-27.13,96
BENM,03/29/2007,-28.402813,1.593371,-31.38,-24.92,96
BENM,03/30/2007,-24.724167,3.607858,-31.84,-20.48,96
BENM,03/31/2007,-25.55375,2.879924,-29.86,-19.74,96
BENM,04/01/2007,-29.957188,1.546677,-32.62,-24.26,96
BENM,04/02/2007,-30.515833,2.059141,-32.98,-25.69,96
BENM,04/03/2007,-30.555417,1.679543,-33.15,-24.97,96
BENM,04/04/2007,-33.571563,1.456611,-35.95,-30.28,96
BENM,04/05/2007,-33.467917,1.579394,-36.57,-29.68,96
BENM,04/06/2007,-30.133854,3.116871,-34.94,-23.46,96
BENM,04/07/2007,-20.612813,1.09543,-23.69,-18.86,96
BENM,04/08/2007,-22.895,1.860303,-26.96,-20.01,96
BENM,04/09/2007,-28.120729,1.653171,-30.94,-24.83,96
BENM,04/10/2007,-27.606667,1.201388,-30.15,-25.28,96
BENM,04/11/2007,-24.266771,1.337811,-27.01,-21.51,96
BENM,04/12/2007,-26.42875,.811971,-28.01,-24.61,96
BENM,04/13/2007,-21.932917,2.003274,-26.19,-17.72,96
BENM,04/14/2007,-20.669271,1.393123,-24.36,-18.63,96
BENM,04/15/2007,-23.823854,1.509487,-27.57,-20.65,96
BENM,04/16/2007,-28.164479,1.084375,-30.19,-25.42,96
BENM,04/17/2007,-32.361875,2.298628,-35.44,-26.65,96
BENM,04/18/2007,-32.611354,1.667253,-35.41,-29.41,96
BENM,04/19/2007,-29.466771,4.521572,-35.71,-22.67,96
BENM,04/20/2007,-26.110625,1.721718,-31.07,-23.38,96
BENM,04/21/2007,-27.263333,2.494869,-31.14,-21.51,96
BENM,04/22/2007,-24.194896,3.761786,-30.1,-15.25,96
BENM,04/23/2007,-19.208125,1.634592,-23.94,-16.62,96
BENM,04/24/2007,-22.909479,2.693893,-27.12,-18.64,96
