
# McMurdo Dry Valleys LTER - www.mcmlter.org
# 
#########################################################################################
# MCM LTER data may be used freely with the following restrictions:
# -The Principal Investigator be sent a notice stating reasons for 
# 	acquiring any data and a description of the publication intentions.
# -The Principal Investigator of the data set be sent a copy of any
# 	report or manuscript prior to submission and be adequately cited
# 	in any resultant publications.
# -A copy of any resultant publications should be sent to the MCM LTER data
# 	manager and PI.
# -The end-user follow the guidelines set forth in the LTER Network Data Access Policy, 
#	Data Access Requirements, and General Data Use Agreement found at:
# 	http://www.mcmlter.org/data_guidelines.htm
#########################################################################################
# 
# DESCRIPTION OF COLUMN HEADERS:
# 
# All meteorological stations contain the following column headers:
# METLOCID		Met Station ID - see www.mcmlter.org/data/meteorology/locations/metlocs.html for more info
# DATE_TIME		Date and 24 Hour Time
# 
# The remaining columns depend on the parameters measured at the station and will have a statistic,
# 	followed by and underscore, followed by the parameter:
# 
# Statistics:
# MEAN		Daily/Monthly Mean
# STDDEV	Daily/Monthly Standard Deviation
# MIN		Minimum Daily/Monthly Value
# MAX		Maximum Daily/Monthly Value
# N		Number of Observations (N_COMMENTS = the number of comments. If > 0 refer to original 15-minute data)
# 
# Query Executed: 2015-11-11 20:25:52.0
# 
# METADATA URLs (copy and paste these links into your web browser):
# 
# Bonney Snowfence Station General Metadata: 
# http://mcm.lternet.edu/content/lake-bonney-snowfence-meteorological-station-measurements
# 

METLOCID,DATE_TIME,AVG_PAR_AIR_PLUS1_5M,STDDEV_PAR_AIR_PLUS1_5M,MIN_PAR_AIR_PLUS1_5M,MAX_PAR_AIR_PLUS1_5M,N_PAR_AIR_PLUS1_5M
BOYS,04/01/2004,18.684375,24.739022,0,63.8,96
BOYS,04/02/2004,24.510417,36.382371,0,103.1,96
BOYS,04/03/2004,26.603125,39.14255,0,111.7,96
BOYS,04/04/2004,27.185417,39.887766,0,112.6,96
BOYS,04/05/2004,17.332292,24.877017,0,66.6,96
BOYS,04/06/2004,14.889583,21.882598,0,59.3,96
BOYS,04/07/2004,16.169792,24.515542,0,81.6,96
BOYS,04/08/2004,12.801042,19.338152,0,53.6,96
BOYS,04/09/2004,12.0375,18.996178,0,57.6,96
BOYS,04/10/2004,11.254167,18.540419,0,61.2,96
BOYS,04/11/2004,9.114583,14.520787,0,41.2,96
BOYS,04/12/2004,7.992708,12.963156,0,37.5,96
BOYS,04/13/2004,7.888542,13.640519,0,46.2,96
BOYS,04/14/2004,7.777083,14.225518,0,53.1,96
BOYS,04/15/2004,4.926042,8.821007,0,28.3,96
BOYS,04/16/2004,6.479167,11.825778,0,37.9,96
BOYS,04/17/2004,4.955208,8.907925,0,27.4,96
BOYS,04/18/2004,4.442708,8.18023,0,25.6,96
BOYS,04/19/2004,3.744792,7.011297,0,22.3,96
BOYS,04/20/2004,3.228125,6.15152,0,19.2,96
BOYS,04/21/2004,2.613542,5.102334,0,15.5,96
BOYS,04/22/2004,.927083,1.935294,0,7,96
BOYS,04/23/2004,1.66875,3.614046,0,12.8,96
BOYS,04/24/2004,1.552083,3.252852,0,11.4,96
BOYS,04/25/2004,1.177083,2.487378,0,8.3,96
BOYS,04/26/2004,.786458,1.822527,0,8,96
BOYS,04/27/2004,.56875,1.272404,0,4.6,96
BOYS,04/28/2004,.533333,1.246272,0,4.6,96
BOYS,04/29/2004,.38125,.982619,0,3.7,96
BOYS,04/30/2004,.236458,.600722,0,2.1,96
BOYS,05/01/2004,.176042,.524905,0,1.8,96
BOYS,05/02/2004,.141667,.423933,0,1.8,96
BOYS,05/03/2004,.078125,.325157,0,1.8,96
BOYS,05/04/2004,0,0,0,0,96
BOYS,05/05/2004,0,0,0,0,96
BOYS,05/06/2004,0,0,0,0,96
BOYS,05/07/2004,0,0,0,0,96
BOYS,05/08/2004,0,0,0,0,96
BOYS,05/09/2004,0,0,0,0,96
BOYS,05/10/2004,0,0,0,0,96
BOYS,05/11/2004,0,0,0,0,96
BOYS,05/12/2004,0,0,0,0,96
BOYS,05/13/2004,0,0,0,0,96
BOYS,05/14/2004,0,0,0,0,96
BOYS,05/15/2004,0,0,0,0,96
BOYS,05/16/2004,0,0,0,0,96
BOYS,05/17/2004,0,0,0,0,96
BOYS,05/18/2004,0,0,0,0,96
BOYS,05/19/2004,0,0,0,0,96
BOYS,05/20/2004,0,0,0,0,96
BOYS,05/21/2004,0,0,0,0,96
BOYS,05/22/2004,0,0,0,0,96
BOYS,05/23/2004,0,0,0,0,96
BOYS,05/24/2004,0,0,0,0,96
BOYS,05/25/2004,0,0,0,0,96
BOYS,05/26/2004,0,0,0,0,96
BOYS,05/27/2004,0,0,0,0,96
BOYS,05/28/2004,0,0,0,0,96
BOYS,05/29/2004,0,0,0,0,96
BOYS,05/30/2004,0,0,0,0,96
BOYS,05/31/2004,0,0,0,0,96
BOYS,06/01/2004,0,0,0,0,96
BOYS,06/02/2004,0,0,0,0,96
BOYS,06/03/2004,0,0,0,0,96
BOYS,06/04/2004,0,0,0,0,96
BOYS,06/05/2004,0,0,0,0,96
BOYS,06/06/2004,0,0,0,0,96
BOYS,06/07/2004,0,0,0,0,96
BOYS,06/08/2004,0,0,0,0,96
BOYS,06/09/2004,0,0,0,0,96
BOYS,06/10/2004,0,0,0,0,96
BOYS,06/11/2004,0,0,0,0,96
BOYS,06/12/2004,0,0,0,0,96
BOYS,06/13/2004,0,0,0,0,96
BOYS,06/14/2004,0,0,0,0,96
BOYS,06/15/2004,0,0,0,0,96
BOYS,06/16/2004,0,0,0,0,96
BOYS,06/17/2004,0,0,0,0,96
BOYS,06/18/2004,0,0,0,0,96
BOYS,06/19/2004,0,0,0,0,96
BOYS,06/20/2004,0,0,0,0,96
BOYS,06/21/2004,0,0,0,0,96
BOYS,06/22/2004,0,0,0,0,96
BOYS,06/23/2004,0,0,0,0,96
BOYS,06/24/2004,0,0,0,0,96
BOYS,06/25/2004,0,0,0,0,96
BOYS,06/26/2004,0,0,0,0,96
BOYS,06/27/2004,0,0,0,0,96
BOYS,06/28/2004,0,0,0,0,96
BOYS,06/29/2004,0,0,0,0,96
BOYS,06/30/2004,0,0,0,0,96
BOYS,07/01/2004,0,0,0,0,96
BOYS,07/02/2004,.001042,.010206,0,.1,96
BOYS,07/03/2004,0,0,0,0,96
BOYS,07/04/2004,0,0,0,0,96
BOYS,07/05/2004,0,0,0,0,96
BOYS,07/06/2004,0,0,0,0,96
BOYS,07/07/2004,0,0,0,0,96
BOYS,07/08/2004,0,0,0,0,96
BOYS,07/09/2004,0,0,0,0,96
BOYS,07/10/2004,0,0,0,0,96
BOYS,07/11/2004,.007292,.044117,0,.4,96
BOYS,07/12/2004,0,0,0,0,96
BOYS,07/13/2004,0,0,0,0,96
BOYS,07/14/2004,0,0,0,0,96
BOYS,07/15/2004,0,0,0,0,96
BOYS,07/16/2004,0,0,0,0,96
BOYS,07/17/2004,.001042,.010206,0,.1,96
BOYS,07/18/2004,0,0,0,0,96
BOYS,07/19/2004,0,0,0,0,96
BOYS,07/20/2004,0,0,0,0,96
BOYS,07/21/2004,0,0,0,0,96
BOYS,07/22/2004,0,0,0,0,96
BOYS,07/23/2004,0,0,0,0,96
BOYS,07/24/2004,0,0,0,0,96
BOYS,07/25/2004,0,0,0,0,96
BOYS,07/26/2004,0,0,0,0,96
BOYS,07/27/2004,0,0,0,0,96
BOYS,07/28/2004,0,0,0,0,96
BOYS,07/29/2004,0,0,0,0,96
BOYS,07/30/2004,0,0,0,0,96
BOYS,07/31/2004,.009375,.052472,0,.4,96
BOYS,08/01/2004,.009375,.059962,0,.5,96
BOYS,08/02/2004,0,0,0,0,96
BOYS,08/03/2004,0,0,0,0,96
BOYS,08/04/2004,0,0,0,0,96
BOYS,08/05/2004,.002083,.014358,0,.1,96
BOYS,08/06/2004,.023958,.105376,0,.6,96
BOYS,08/07/2004,0,0,0,0,96
BOYS,08/08/2004,0,0,0,0,96
BOYS,08/09/2004,.013542,.080289,0,.6,96
BOYS,08/10/2004,.129167,.306394,0,.9,96
BOYS,08/11/2004,.198958,.551265,0,1.8,96
BOYS,08/12/2004,.2125,.564987,0,1.8,96
BOYS,08/13/2004,.211458,.5521,0,2.1,96
BOYS,08/14/2004,.505208,1.113588,0,3.7,96
BOYS,08/15/2004,.860417,1.946358,0,7.2,96
BOYS,08/16/2004,.796875,1.80569,0,6.4,96
BOYS,08/17/2004,.907292,2.029998,0,7.3,96
BOYS,08/18/2004,1.139583,2.441418,0,8.2,96
BOYS,08/19/2004,1.625,3.448569,0,11.9,96
BOYS,08/20/2004,2.00625,4.170493,0,14.6,96
BOYS,08/21/2004,2.359375,4.709555,0,14.6,96
BOYS,08/22/2004,3.038542,5.899159,0,18.5,96
BOYS,08/23/2004,3.353125,6.404734,0,20.1,96
BOYS,08/24/2004,4.055208,7.685665,0,24.6,96
BOYS,08/25/2004,4.071875,7.775504,0,26.8,96
BOYS,08/26/2004,4.920833,9.084271,0,28.3,96
BOYS,08/27/2004,4.002083,7.950465,0,26.4,96
BOYS,08/28/2004,6.348958,11.082523,0,32.9,96
BOYS,08/29/2004,7.390625,12.48944,0,38,96
BOYS,08/30/2004,7.014583,12.586141,0,42.5,96
BOYS,08/31/2004,6.5625,11.41069,0,39.5,96
BOYS,09/01/2004,12.653125,21.331755,0,63,96
BOYS,09/02/2004,15.219792,26.730501,0,91.7,96
BOYS,09/03/2004,18.823958,30.579666,0,89,96
BOYS,09/04/2004,14.1125,22.562131,0,67.4,96
BOYS,09/05/2004,15.91875,27.085429,0,89.3,96
BOYS,09/06/2004,17.8,27.999117,0,81.2,96
BOYS,09/07/2004,20.347917,30.926677,0,94.5,96
BOYS,09/08/2004,22.825,33.940034,0,105.9,96
BOYS,09/09/2004,26.625,39.626137,0,123.8,96
BOYS,09/10/2004,22.220833,32.321194,0,116.9,96
BOYS,09/11/2004,29.160417,43.42053,0,165.6,96
BOYS,09/12/2004,34.542708,49.532558,0,148.9,96
BOYS,09/13/2004,26.236458,39.761643,0,128.3,96
BOYS,09/14/2004,25.742708,36.528837,0,102.2,96
BOYS,09/15/2004,46.602083,64.87313,0,199.4,96
BOYS,09/16/2004,39.039583,52.034815,0,153.6,96
BOYS,09/17/2004,33.942708,40.82271,0,175.2,96
BOYS,09/18/2004,33.926042,42.028956,0,208.6,96
BOYS,09/19/2004,59.138542,72.650005,0,209.2,96
BOYS,09/20/2004,59.440625,75.509854,0,206.5,96
BOYS,09/21/2004,39.594792,49.147836,0,248.2,96
BOYS,09/22/2004,58.410417,75.617523,0,225.5,96
BOYS,09/23/2004,44.34375,54.545749,0,264,96
BOYS,09/24/2004,73.326042,88.019956,0,247.4,96
BOYS,09/25/2004,50.664583,63.783794,0,315.9,96
BOYS,09/26/2004,78.323958,88.779741,0,274.9,96
BOYS,09/27/2004,101.355208,124.889247,0,440.7,96
BOYS,09/28/2004,74.810417,103.333348,0,418.7,96
BOYS,09/29/2004,92.01875,103.671352,0,333.1,96
BOYS,09/30/2004,89.675,129.847155,0,488.2,96
BOYS,10/01/2004,95.361458,140.60987,0,528.3,96
BOYS,10/02/2004,96.752083,132.142849,0,505.5,96
BOYS,10/03/2004,107.683333,158.501448,0,557.9,96
BOYS,10/04/2004,115.084375,167.396627,0,582.9,96
BOYS,10/05/2004,142.732292,178.806601,0,654.6,96
BOYS,10/06/2004,126.153125,175.388761,0,636.7,96
BOYS,10/07/2004,149.14375,196.889815,0,627,96
BOYS,10/08/2004,164.744792,209.372116,0,641.8,96
BOYS,10/09/2004,178.617708,214.137398,0,636.9,96
BOYS,10/10/2004,163.603125,175.975974,0,573.8,96
BOYS,10/11/2004,144.326042,160.831312,0,559.5,96
BOYS,10/12/2004,222.589583,240.93218,.2,693.7,96
BOYS,10/13/2004,212.296875,227.144283,.5,698.8,96
BOYS,10/14/2004,255.301042,258.932413,0,718.6,96
BOYS,10/15/2004,278.227083,274.220855,.2,744.5,96
BOYS,10/16/2004,290.345833,282.012719,1.4,754.1,96
BOYS,10/17/2004,298.877083,288.818496,1.8,761.8,96
BOYS,10/18/2004,309.225,294.152851,1.9,776.1,96
BOYS,10/19/2004,209.378125,198.95376,2.7,622.8,96
BOYS,10/20/2004,265.689583,247.869091,4.5,735,96
BOYS,10/21/2004,284.204167,253.145865,4.6,830.6,96
BOYS,10/22/2004,231.429167,205.567644,5.8,749.7,96
BOYS,10/23/2004,358.664583,318.716108,9.1,891.5,96
BOYS,10/24/2004,374.667708,328.534706,10.9,878,96
BOYS,10/25/2004,352.008333,306.122971,12.8,865.1,96
BOYS,10/26/2004,223.296875,191.881015,9.4,666.4,96
BOYS,10/27/2004,415.159375,351.194671,18.3,943.3,96
BOYS,10/28/2004,380.838542,354.297407,21,948.5,96
BOYS,10/29/2004,319.388542,237.086479,23,768.8,96
BOYS,10/30/2004,433.134375,374.982332,22.1,1063,96
BOYS,10/31/2004,430.6625,355.49308,30.1,998.3,96
BOYS,11/01/2004,402.019792,294.305751,34,834.3,96
BOYS,11/02/2004,432.480208,319.334297,44,945.8,96
BOYS,11/03/2004,434.963542,342.623164,34.6,1025.8,96
BOYS,11/04/2004,390.616667,272.216038,43.4,901.7,96
BOYS,11/05/2004,449.380208,352.271087,45.5,1035.5,96
BOYS,11/06/2004,391.047917,333.889884,35.3,1027.2,96
BOYS,11/07/2004,380.1125,271.53403,54.9,952.4,96
BOYS,11/08/2004,418.8125,316.626936,48.6,1108.3,96
BOYS,11/09/2004,495.538542,368.387755,42.9,1119.3,96
BOYS,11/10/2004,521.795833,396.047633,49.2,1093.2,96
BOYS,11/11/2004,436.258333,342.663578,72.4,1343.5,96
BOYS,11/12/2004,507.738542,356.008517,54,1206,96
BOYS,11/13/2004,476.353125,336.154581,58.7,1343.5,96
BOYS,11/14/2004,471.114583,369.676187,59.7,1166.1,96
BOYS,11/15/2004,513.77766,380.146145,30.9,1169.9,94
BOYS,11/16/2004,457.329167,392.667118,69,1514.4,96
BOYS,11/17/2004,430.3375,303.618175,60.9,1123.6,96
BOYS,11/18/2004,616.3,429.144074,61.6,1219.8,96
BOYS,11/19/2004,623.0625,431.542327,65.1,1227.1,96
BOYS,11/20/2004,601.36875,434.039106,66.7,1239.3,96
BOYS,11/21/2004,640.623958,437.096339,66.7,1249,96
BOYS,11/22/2004,540.017708,369.611635,84.3,1323.3,96
BOYS,11/23/2004,405.36875,235.099125,79,939.8,96
BOYS,11/24/2004,717.883333,500.811011,79.6,1710.4,96
BOYS,11/25/2004,572.273958,392.751695,136,1521.7,96
BOYS,11/26/2004,606.876042,375.153525,103.6,1438.9,96
BOYS,11/27/2004,657.780208,491.795701,81.2,1385.4,96
BOYS,11/28/2004,684.451042,416.726147,127.1,1362.2,96
BOYS,11/29/2004,651.121875,388.475113,98.9,1568,96
BOYS,11/30/2004,538.952083,290.037852,115.2,1400,96
BOYS,12/01/2004,689.484375,448.865258,114.8,1334.2,96
BOYS,12/02/2004,625.676042,401.016897,85.3,1465.7,96
BOYS,12/03/2004,702.48125,441.921316,147.4,1350.1,96
BOYS,12/04/2004,697.860417,412.712311,87.7,1353.7,96
BOYS,12/05/2004,726.957292,456.881666,82.7,1347.6,96
BOYS,12/06/2004,613.584375,441.383122,84.4,1442.6,96
BOYS,12/07/2004,731.5625,416.321366,150.1,1373.2,96
BOYS,12/08/2004,684.160417,414.179462,84.8,1451.1,96
BOYS,12/09/2004,757.80625,437.85411,81,1363.5,96
BOYS,12/10/2004,746.407292,460.820188,85.9,1372,96
BOYS,12/11/2004,448.945833,324.551392,87.5,1541.2,96
BOYS,12/12/2004,465.170833,376.522872,74.1,2003.8,96
BOYS,12/13/2004,456.878125,255.565143,131.5,1201.5,96
BOYS,12/14/2004,405.41875,176.576095,179.2,1184.5,96
BOYS,12/15/2004,501.422917,270.501275,179.1,1305,96
BOYS,12/16/2004,552.659375,403.164301,143.9,1637.4,96
BOYS,12/17/2004,402.548958,207.516832,108.8,750.1,96
BOYS,12/18/2004,460.035417,287.828101,102.3,1357.4,96
BOYS,12/19/2004,330.030208,198.347784,77.7,785.3,96
BOYS,12/20/2004,778.438542,456.150868,95.6,1398.8,96
BOYS,12/21/2004,737.814583,464.962886,103.4,1413.4,96
BOYS,12/22/2004,486.775,301.398714,91.5,1279.5,96
BOYS,12/23/2004,764.858333,492.196838,122,1513.2,96
BOYS,12/24/2004,699.211458,458.37946,178.3,1873.5,96
BOYS,12/25/2004,591.053125,357.900876,113.8,1662.9,96
BOYS,12/26/2004,468.638542,294.929565,113.5,1095.6,96
BOYS,12/27/2004,418.755208,234.796502,126.4,948.3,96
BOYS,12/28/2004,448.828125,224.589141,121.1,885,96
BOYS,12/29/2004,564.159375,372.55786,134,1569.2,96
BOYS,12/30/2004,576.157292,405.757319,121.7,1553.4,96
BOYS,12/31/2004,464.897917,283.6081,181,1200.3,96
BOYS,01/01/2005,725.134375,446.29118,89.8,1463.3,96
BOYS,01/02/2005,588.133333,410.485458,84.9,1385.4,96
BOYS,01/03/2005,698.986458,442.336049,84.2,1460.8,96
BOYS,01/04/2005,500.904167,267.147504,106.6,987.3,96
BOYS,01/05/2005,512.263542,267.104046,133.3,1088.3,96
BOYS,01/06/2005,541.594792,352.260991,94.3,1273.4,96
BOYS,01/07/2005,411.290625,296.935781,75.4,1465.7,96
BOYS,01/08/2005,276.935417,191.190189,32.4,712.5,96
BOYS,01/09/2005,377.846875,213.526319,102.4,795.4,96
BOYS,01/10/2005,487.911458,315.703199,81.7,1179.6,96
BOYS,01/11/2005,688.666667,462.045408,161.5,1437.7,96
BOYS,01/12/2005,408.048958,214.526823,113.8,888.7,96
BOYS,01/13/2005,477.921875,318.424185,116.4,1224.7,96
BOYS,01/14/2005,306.5125,176.750169,65.3,691.1,96
BOYS,01/15/2005,706.994792,440.639131,81.7,1347.6,96
BOYS,01/16/2005,667.052083,425.667252,127.8,1306.2,96
BOYS,01/17/2005,646.702083,432.305901,79.6,1319.6,96
BOYS,01/18/2005,677.341667,415.232043,131.1,1297.7,96
BOYS,01/19/2005,602.417708,409.355759,102.5,1285.5,96
BOYS,01/20/2005,681.825,436.878942,102,1376.9,96
BOYS,01/21/2005,661.16875,447.690387,77.4,1319.6,96
BOYS,01/22/2005,639.151042,441.44416,71.5,1258.8,96
BOYS,01/23/2005,322.442708,179.017037,79.2,707.3,96
BOYS,01/24/2005,366.80625,280.333416,76.3,888.7,96
BOYS,01/25/2005,356.142708,229.897625,52.4,719.8,96
BOYS,01/26/2005,421.544792,268.436016,94,1101.7,96
BOYS,01/27/2005,567.209375,414.401853,71.3,1222.2,96
BOYS,01/28/2005,585.919792,430.469034,58.7,1196.7,96
BOYS,01/29/2005,567.070833,409.669553,64.4,1186.9,96
BOYS,01/30/2005,504.786458,422.184111,58.7,1186.9,96
BOYS,01/31/2005,560.445833,411.261777,57.8,1154.1,96
BOYS,02/01/2005,549.78125,411.67053,55.5,1145.5,96
BOYS,02/02/2005,541.127083,417.248436,55.2,1210.1,96
BOYS,02/03/2005,374.03125,288.669194,60,1264.9,96
BOYS,02/04/2005,524.676042,397.022442,58.5,1105.4,96
BOYS,02/05/2005,444.3625,364.304266,45.8,1148,96
BOYS,02/06/2005,495.380208,381.77167,39.1,1193,96
BOYS,02/07/2005,254.436458,196.332593,33.1,720.7,96
BOYS,02/08/2005,307.070833,258.91274,17.4,1081,96
BOYS,02/09/2005,470.067708,385.379769,37.8,1055.5,96
BOYS,02/10/2005,468.603125,380.371138,31.9,1040.9,96
BOYS,02/11/2005,453.933333,380.920753,31.4,1028.7,96
BOYS,02/12/2005,440.019792,364.881325,25.5,1009.2,96
BOYS,02/13/2005,376.677083,365.964434,24.9,1068.9,96
BOYS,02/14/2005,433.191667,364.316601,21.7,1089.6,96
BOYS,02/15/2005,422.005208,360.690801,20.1,972.7,96
BOYS,02/16/2005,321.196875,309.603708,14.3,1165,96
BOYS,02/17/2005,409.841667,354.940218,15,960.5,96
BOYS,02/18/2005,218.232292,180.163175,11.6,493.8,96
BOYS,02/19/2005,267.896875,258.018672,8,911.8,96
BOYS,02/20/2005,315.794792,315.763755,6.8,897.2,96
BOYS,02/21/2005,203.502083,186.237861,4.8,608.8,96
BOYS,02/22/2005,177.804167,150.824386,2.1,423,96
BOYS,02/23/2005,317.145833,308.729919,3.2,950.8,96
BOYS,02/24/2005,253.348958,267.459533,2.4,1037.2,96
BOYS,02/25/2005,305.959375,300.487933,1.6,824.3,96
BOYS,02/26/2005,313.773958,333.503983,1,1010.4,96
BOYS,02/27/2005,284.260417,287.569155,.8,792,96
BOYS,02/28/2005,268.407292,284.699445,0,941,96
BOYS,03/01/2005,252.444792,267.716765,0,752.5,96
BOYS,03/02/2005,177.115625,178.951429,0,527.9,96
BOYS,03/03/2005,213.585417,254.298791,0,733.3,96
BOYS,03/04/2005,193.682292,237.453813,0,759.9,96
BOYS,03/05/2005,161.446875,187.766752,0,778.4,96
BOYS,03/06/2005,133.2625,141.17784,0,461.1,96
BOYS,03/07/2005,128.835417,133.321012,0,364,96
BOYS,03/08/2005,128.572917,181.91821,0,633.3,96
BOYS,03/09/2005,122.005208,176.628628,0,620.1,96
BOYS,03/10/2005,114.848958,167.94346,0,591.6,96
BOYS,03/11/2005,101.057292,134.584015,0,531,96
BOYS,03/12/2005,99.398958,145.941482,0,550.7,96
BOYS,03/13/2005,97.51875,123.593844,0,430,96
BOYS,03/14/2005,100.644792,121.636657,0,452.6,96
BOYS,03/15/2005,79.930208,97.885884,0,409.9,96
BOYS,03/16/2005,72.245833,102.210189,0,395.5,96
BOYS,03/17/2005,59.7,73.744799,0,331.5,96
BOYS,03/18/2005,52.214583,63.745316,0,308.5,96
BOYS,03/19/2005,53.011458,63.031257,0,290.8,96
BOYS,03/20/2005,46.846875,58.375474,0,286.2,96
BOYS,03/21/2005,46.815625,56.850036,0,264,96
BOYS,03/22/2005,50.376042,71.152527,0,224.2,96
BOYS,03/23/2005,47.713542,55.431434,0,162.9,96
BOYS,03/24/2005,39.3875,47.896962,0,194.9,96
BOYS,03/25/2005,50.571875,63.164348,0,193.3,96
BOYS,03/26/2005,33.510417,41.408907,0,153.8,96
BOYS,03/27/2005,30.686458,37.638426,0,104.2,96
BOYS,03/28/2005,32.386458,41.327039,0,110.8,96
BOYS,03/29/2005,29.272917,36.922401,0,93.6,96
BOYS,03/30/2005,35.377083,48.223044,0,147.1,96
BOYS,03/31/2005,32.722917,48.9505,0,147.3,96
BOYS,04/01/2005,25.646875,34.739251,0,98.2,96
BOYS,04/02/2005,31.494792,46.019313,0,128.1,96
BOYS,04/03/2005,25.860417,39.368803,0,148.3,96
BOYS,04/04/2005,23.409375,34.781142,0,98,96
BOYS,04/05/2005,22.135417,33.693438,0,109.9,96
BOYS,04/06/2005,21.0625,33.715036,0,111,96
BOYS,04/07/2005,12.014583,17.902049,0,48.1,96
BOYS,04/08/2005,14.376042,22.001544,0,64.4,96
BOYS,04/09/2005,13.857292,22.516683,0,80,96
BOYS,04/10/2005,11.996875,21.368572,0,77.9,96
BOYS,04/11/2005,13.870833,24.252644,0,93.5,96
BOYS,04/12/2005,12.791667,22.189749,0,72.9,96
BOYS,04/13/2005,8.815625,14.633461,0,42.5,96
BOYS,04/14/2005,9.013542,15.571672,0,52.3,96
BOYS,04/15/2005,7.436458,12.994178,0,40,96
BOYS,04/16/2005,6.022917,10.637842,0,32.3,96
BOYS,04/17/2005,4.541667,8.172942,0,25.9,96
BOYS,04/18/2005,4.161458,7.668286,0,24.2,96
BOYS,04/19/2005,3.623958,6.772417,0,21,96
BOYS,04/20/2005,3.035417,5.796096,0,18.4,96
BOYS,04/21/2005,2.209375,4.415406,0,15.5,96
BOYS,04/22/2005,1.077083,2.133023,0,7.6,96
BOYS,04/23/2005,.775,1.610427,0,5.6,96
BOYS,04/24/2005,.661458,1.412901,0,5.2,96
BOYS,04/25/2005,.545833,1.193837,0,4,96
BOYS,04/26/2005,1.182292,2.604005,0,8.9,96
BOYS,04/27/2005,.917708,2.082357,0,7.3,96
BOYS,04/28/2005,.6125,1.423728,0,5.6,96
BOYS,04/29/2005,.458333,1.093297,0,4,96
BOYS,04/30/2005,.307292,.745406,0,2.9,96
BOYS,05/01/2005,.246875,.62777,0,2.4,96
BOYS,05/02/2005,.147917,.39202,0,1.6,96
BOYS,05/03/2005,.082292,.238414,0,.8,96
BOYS,05/04/2005,.085417,.241913,0,.8,96
BOYS,05/05/2005,.048958,.172288,0,.8,96
BOYS,05/06/2005,.015625,.068561,0,.4,96
BOYS,05/07/2005,0,0,0,0,96
BOYS,05/08/2005,0,0,0,0,96
BOYS,05/09/2005,0,0,0,0,96
BOYS,05/10/2005,0,0,0,0,96
BOYS,05/11/2005,0,0,0,0,96
BOYS,05/12/2005,0,0,0,0,96
BOYS,05/13/2005,0,0,0,0,96
BOYS,05/14/2005,0,0,0,0,96
BOYS,05/15/2005,0,0,0,0,96
BOYS,05/16/2005,0,0,0,0,96
BOYS,05/17/2005,0,0,0,0,96
BOYS,05/18/2005,0,0,0,0,96
BOYS,05/19/2005,0,0,0,0,96
BOYS,05/20/2005,0,0,0,0,96
BOYS,05/21/2005,0,0,0,0,96
BOYS,05/22/2005,0,0,0,0,96
BOYS,05/23/2005,0,0,0,0,96
BOYS,05/24/2005,0,0,0,0,96
BOYS,05/25/2005,0,0,0,0,96
BOYS,05/26/2005,0,0,0,0,96
BOYS,05/27/2005,0,0,0,0,96
BOYS,05/28/2005,0,0,0,0,96
BOYS,05/29/2005,0,0,0,0,96
BOYS,05/30/2005,0,0,0,0,96
BOYS,05/31/2005,0,0,0,0,96
BOYS,06/01/2005,0,0,0,0,96
BOYS,06/02/2005,0,0,0,0,96
BOYS,06/03/2005,0,0,0,0,96
BOYS,06/04/2005,0,0,0,0,96
BOYS,06/05/2005,0,0,0,0,96
BOYS,06/06/2005,0,0,0,0,96
BOYS,06/07/2005,0,0,0,0,96
BOYS,06/08/2005,0,0,0,0,96
BOYS,06/09/2005,0,0,0,0,96
BOYS,06/10/2005,0,0,0,0,96
BOYS,06/11/2005,0,0,0,0,96
BOYS,06/12/2005,0,0,0,0,96
BOYS,06/13/2005,0,0,0,0,96
BOYS,06/14/2005,0,0,0,0,96
BOYS,06/15/2005,0,0,0,0,96
BOYS,06/16/2005,0,0,0,0,96
BOYS,06/17/2005,0,0,0,0,96
BOYS,06/18/2005,0,0,0,0,96
BOYS,06/19/2005,0,0,0,0,96
BOYS,06/20/2005,0,0,0,0,96
BOYS,06/21/2005,0,0,0,0,96
BOYS,06/22/2005,0,0,0,0,96
BOYS,06/23/2005,0,0,0,0,96
BOYS,06/24/2005,0,0,0,0,96
BOYS,06/25/2005,0,0,0,0,96
BOYS,06/26/2005,0,0,0,0,96
BOYS,06/27/2005,0,0,0,0,96
BOYS,06/28/2005,0,0,0,0,96
BOYS,06/29/2005,0,0,0,0,96
BOYS,06/30/2005,0,0,0,0,96
BOYS,07/01/2005,0,0,0,0,96
BOYS,07/02/2005,0,0,0,0,96
BOYS,07/03/2005,0,0,0,0,96
BOYS,07/04/2005,0,0,0,0,96
BOYS,07/05/2005,0,0,0,0,96
BOYS,07/06/2005,0,0,0,0,96
BOYS,07/07/2005,0,0,0,0,96
BOYS,07/08/2005,0,0,0,0,96
BOYS,07/09/2005,0,0,0,0,96
BOYS,07/10/2005,0,0,0,0,96
BOYS,07/11/2005,0,0,0,0,96
BOYS,07/12/2005,0,0,0,0,96
BOYS,07/13/2005,0,0,0,0,96
BOYS,07/14/2005,0,0,0,0,96
BOYS,07/15/2005,0,0,0,0,96
BOYS,07/16/2005,0,0,0,0,96
BOYS,07/17/2005,0,0,0,0,96
BOYS,07/18/2005,0,0,0,0,96
BOYS,07/19/2005,0,0,0,0,96
BOYS,07/20/2005,0,0,0,0,96
BOYS,07/21/2005,0,0,0,0,96
BOYS,07/22/2005,0,0,0,0,96
